idx,clientVars,mu,delay,period,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,avg_tot_interrupt_rate,avg_tot_interrupt_rate_per_timestep,avg_interrupt_over_runs,theoretical_interrupt_rate,activations,current_aoi_array,time_since_last_packet_was_generated,aoi_lambda,avg_tot_aoi_value
1,2.91812013482451e-06,0.0476190476190476,2,21,0.912278308291233,0.15,,,,,6805,339,337,0.00224666666666667,7.29530033706127e-07,3.17306329303413e-06,3.3515481032673e-05,0,0,,0,0,0,1,-1,0.0266609034409225,
2,7.26167768530135e-06,0.0476190476190476,2,21,0.815854363317252,0.134145636682748,,,,,6745,399,398,0.00265333333333333,1.81541942132534e-06,3.17306329303413e-06,3.3515481032673e-05,0,0,,0,0,0,1,-1,0.0285879477920381,
3,2.00638344511286e-06,0.0476190476190476,3,21,0.794384511651008,0.130615488348992,,,,,6992,153,150,0.001,3.34397240852143e-07,4.7595949395512e-06,2.2343654021782e-05,0,0,,0,0,0,1,-1,0.035031451750624,
4,2.16405028639499e-15,0.0476190476190476,3,21,0.772914659984765,0.127085340015235,,,,,7001,144,141,0.00094,3.60675047732499e-16,4.7595949395512e-06,2.2343654021782e-05,0,0,,0,0,0,1,-1,0.00926103584802043,
5,4.8892412135263e-06,0.0476190476190476,4,21,0.751444808318521,0.123555191681478,,,,,7089,56,53,0.000353333333333333,6.11155151690788e-07,6.34612658606826e-06,1.67577405163365e-05,0,0,,0,0,0,1,-1,0.0360041795223313,
6,0.0406872059199199,0.0476190476190476,4,21,0.729974956652278,0.120025043347722,,,,,7080,65,62,0.000413333333333333,0.00508590073998999,6.34612658606826e-06,1.67577405163365e-05,0,0,,0,0,0,1,-1,0.0199553131822903,
7,4.62171885890995e-06,0.0476190476190476,5,21,0.708505104986034,0.116494895013965,,,,,7113,32,28,0.000186666666666667,4.62171885890995e-07,7.93265823258533e-06,1.34061924130692e-05,0,0,,0,0,0,1,-1,0.0470596730445013,
8,1.68808753709484e-06,0.0476190476190476,5,21,0.687035253319791,0.112964746680209,,,,,7107,37,32,0.000213333333333333,1.68808753709484e-07,7.93265823258533e-06,1.34061924130692e-05,0,0,,0,0,0,1,-1,0.049324265494366,
9,3.99550063579835e-06,0.0476190476190476,6,21,0.665565401653547,0.109434598346452,,,,,7131,16,11,7.33333333333333e-05,3.32958386316529e-07,9.5191898791024e-06,1.1171827010891e-05,0,0,,0,0,0,1,-1,0.0284796927659375,
10,1.36680125035341e-06,0.0476190476190476,6,21,0.644095549987304,0.105904450012696,,,,,7127,19,14,9.33333333333333e-05,1.13900104196118e-07,9.5191898791024e-06,1.1171827010891e-05,0,0,,0,0,0,1,-1,0.0236335347923449,
11,5.48418924835486e-06,0.0476190476190476,7,21,0.622625698321061,0.102374301678939,,,,,7133,13,8,5.33333333333333e-05,3.91727803453918e-07,1.11057215256195e-05,9.57585172362086e-06,0,0,,0,0,0,1,-1,0.0381794057932118,
12,4.32768609297769e-07,0.0476190476190476,7,21,0.601155846654817,0.0988441533451827,,,,,7128,18,12,8e-05,3.09120435212692e-08,1.11057215256195e-05,9.57585172362086e-06,0,0,,0,0,0,1,-1,0.0275521271709414,
13,5.53994610649613e-06,0.0476190476190476,8,21,0.579685994988574,0.0953140050114262,,,,,7138,10,4,2.66666666666667e-05,3.46246631656008e-07,1.26922531721365e-05,8.37887025816826e-06,0,0,,0,0,0,1,-1,0.0207259241798829,
14,2.70928400877933e-07,0.0476190476190476,8,21,0.55821614332233,0.0917838566776697,,,,,7134,13,7,4.66666666666667e-05,1.69330250548708e-08,1.26922531721365e-05,8.37887025816826e-06,0,0,,0,0,0,1,-1,0.0395100635260272,
15,2.30542662841226e-06,0.0476190476190476,9,21,0.536746291656087,0.0882537083439131,,,,,7133,14,7,4.66666666666667e-05,1.28079257134015e-07,1.42787848186536e-05,7.44788467392734e-06,0,0,,0,0,0,1,-1,0.020263791264147,
16,1.20737372443235e-06,0.0476190476190476,9,21,0.515276439989843,0.0847235600101566,,,,,7135,11,5,3.33333333333333e-05,6.70763180240193e-08,1.42787848186536e-05,7.44788467392734e-06,0,0,,0,0,0,1,-1,0.0111978960543388,
17,3.04171198568881e-06,0.0476190476190476,10,21,0.4938065883236,0.0811934116764001,,,,,7132,18,9,6e-05,1.52085599284441e-07,1.58653164651707e-05,6.70309620653461e-06,0,0,,0,0,0,1,-1,0.0437930266488548,
18,2.99796176873503e-06,0.0476190476190476,10,21,0.472336736657356,0.0776632633426435,,,,,7133,12,5,3.33333333333333e-05,1.49898088436751e-07,1.58653164651707e-05,6.70309620653461e-06,0,0,,0,0,0,1,-1,0.0428932580849969,
19,5.43636231722229e-06,0.0476190476190476,11,21,0.450866884991113,0.074133115008887,,,,,7132,13,5,3.33333333333333e-05,2.47107378055558e-07,1.74518481116877e-05,6.09372382412237e-06,0,0,,0,0,0,1,-1,0.0142346014253558,
20,8.34671403316063e-07,0.0476190476190476,11,21,0.429397033324869,0.0706029666751305,,,,,7137,12,4,2.66666666666667e-05,3.79396092416392e-08,1.74518481116877e-05,6.09372382412237e-06,0,0,,0,0,0,1,-1,0.0334352804808063,
