idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,2.48966527621249e-07,0.100001141771737,8,0.1,0.25,0.8,,,,,14999,696,0,0,1.35798302599377e-32,0,0,,0,0,2,0
2,0.1,2.09900726131221e-08,0.0200000308704625,8,0.02,0.65,0.95,,,,,3000,695,0,0,6.03128193689913e-11,0,0,,0,0,2,0
3,0.1,0.00304830953698565,0.102248994728645,8,0.1,0.2,0.45,,,,,14999,696,0,0,7.47050612706639e-06,0,0,,0,0,2,0
4,0.1,1.69129881542776e-07,0.0500002319140414,8,0.05,0.4,0.2,,,,,7500,695,0,0,2.96344705418697e-10,0,0,,0,0,2,0
5,0.1,0.00028645527346332,0.0501759538219076,8,0.05,0.845,0.1,,,,,7498,695,1,6.66666666666667e-06,5.39244954165105e-05,8.88888888888889e-11,0,,0,0,2,0
6,0.1,0.00163105165504592,0.0410472466349186,8,0.04,0.35,0.55,,,,,6000,696,0,0,3.45503284290928e-05,0,0,,0,0,1,0
7,0.1,0.104385142943906,0.199989744942949,8,0.2,0.6,0.15,,,,,27424,2280,2573,0.0171533333333333,1.00157311599644,0.000294236844444444,0,,0,0,1,0
8,0.1,0.000130552140109499,0.100094223616094,8,0.1,0.85,0.85,,,,,15000,695,0,0,9.65816425059589e-06,0,0,,0,0,1,0
9,0.1,0.000345927871051566,0.100229989724718,8,0.1,0.15,0.3,,,,,14999,695,0,0,2.39970282601501e-05,0,0,,0,0,1,0
10,0.1,0.0507475953759951,0.2358674651635,8,0.2,0.45,0.75,,,,,29999,695,0,0,1.22681371849274e-05,0,0,,0,0,1,0
