idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.2,722.905452395231,0.0665173487943025,0.2,0.2,0.8,0.15,,,,,4826,18924,25174,0.167826666666667,1.00007386170921,0.0563315800888889,0,0,0,2,0
2,0.2,560.966421256715,0.26779875086238,0.2,0.2,0.65,0.5,,,,,5551,21828,24449,0.162993333333333,0.999951656919573,0.0531336534222222,0,0,0,2,0
3,0.2,416.999922734286,0.192717308912163,0.2,0.2,0.95,0.25,,,,,5148,21118,24852,0.16568,1.0000069858205,0.0274498624,0,0,0,1,0
4,0.2,654.060386409789,0.180778045031457,0.2,0.2,0.7,0.45,,,,,5436,21938,24564,0.16376,1.00001175553105,0.0268173376,0,0,0,1,0
5,0.2,743.371305801775,0.172919485278074,0.2,0.2,0.65,0.6,,,,,5428,21950,24572,0.163813333333333,1.00001457183608,0.0268348081777778,0,0,0,1,0
