idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.2,0.00493676696226381,0.111090605750484,1.2,0.1,0.7,0.5,,,,,11240,5380,3760,0.0250666666666667,0.00455432847237569,0.00125667555555556,0,,0,0,2,0
2,0.2,0.00485309169260008,0.210927951710903,1.2,0.2,0.656,0.45,,,,,23104,8518,6895,0.0459666666666667,0.00449764554022157,0.00422586888888889,0,,0,0,2,0
3,0.2,0.00482576794586965,0.210876265463763,1.2,0.2,0.93,0.375,,,,,24125,7491,5875,0.0391666666666667,0.00447568902043638,0.00153402777777778,0,,0,0,1,0
4,0.2,0.00485216223174606,0.210925498473698,1.2,0.2,0.457,0.23,,,,,20928,10690,9072,0.06048,0.00449844720377867,0.0036578304,0,,0,0,1,0
5,0.2,0.00491718665873876,0.111051834554013,1.2,0.1,0.845,0.11,,,,,10906,5670,4093,0.0272866666666667,0.00454274730263972,0.000744562177777778,0,,0,0,1,0
