idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,1,0.0547787506646894,0.0594059405940595,6,0.05,0.95,0.06,,,,,7343,1535,155,0.00103333333333333,0.127391023051126,2.13555555555556e-06,0,0,0,2,0
1,1,0.0547787506646894,0.0594059405940595,6,0.05,0.95,0.06,,,,,7343,1535,155,0.00103333333333333,0.127391023051126,2.13555555555556e-06,0,0,0,2,0
