idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.000338765972693094,0.106042162022201,0.5,0.1,0.6,0.75,,,,,8340,6658,6660,0.0444,1.79477753650226e-08,0.00394272,0,0,0,2,0
2,0.1,0.000348060038410744,0.106208284213653,0.5,0.1,0.5,0.85,,,,,8651,6347,6349,0.0423266666666667,1.79294740523886e-08,0.00358309342222222,0,0,0,2,0
3,0.1,0.000330440405664574,0.105893653496954,0.5,0.1,0.7,0.65,,,,,8319,6679,6681,0.04454,1.79486107246813e-08,0.0039676232,0,0,0,2,0
4,0.1,0.000353123209980674,0.106298442130164,0.5,0.1,0.45,0.9,,,,,8228,6770,6772,0.0451466666666667,1.79372422672918e-08,0.00407644302222222,0,0,0,2,0
5,0.1,78611.6565975032,0.0452638374386269,0.5,0.1,0.35,0.7,,,,,7255,7742,7745,0.0516333333333333,1.00000069628582,0.00533200222222222,0,0,0,2,0
6,0.1,0.000332634502655461,0.105933313493187,0.5,0.1,0.4,0.4,,,,,6223,8775,8777,0.0585133333333333,1.79202171264377e-08,0.00342381017777778,0,0,0,1,0
7,0.1,0.000358027330347829,0.106385648067673,0.5,0.1,0.3,0.7,,,,,5924,9073,9076,0.0605066666666667,1.79505663447934e-08,0.00366105671111111,0,0,0,1,0
8,0.1,0.000353075048208719,0.106297563590616,0.5,0.1,0.4,0.8,,,,,6251,8747,8749,0.0583266666666667,1.79382333355418e-08,0.00340200004444444,0,0,0,1,0
9,0.1,0.000327293999460968,0.105837627184685,0.5,0.1,0.55,0.45,,,,,7370,7627,7630,0.0508666666666667,1.79435545850447e-08,0.00258741777777778,0,0,0,1,0
10,0.1,0.000318004824372572,0.105671810992936,0.5,0.1,0.45,0.25,,,,,7464,7533,7536,0.05024,1.79511251450284e-08,0.0025240576,0,0,0,1,0
