idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.000338765972693094,0.106042162022201,0.5,0.1,0.6,0.75,,,,,8702,6296,6298,0.0419866666666667,1.79477753650226e-08,0.00352576035555556,0,0,0,2,0
2,0.1,0.000348060038410744,0.106208284213653,0.5,0.1,0.5,0.85,,,,,9463,5535,5537,0.0369133333333333,1.79294740523886e-08,0.00272518835555556,0,0,0,2,0
3,0.1,0.000330440405664574,0.105893653496954,0.5,0.1,0.7,0.65,,,,,9135,5863,5865,0.0391,1.79486107246813e-08,0.00305762,0,0,0,2,0
4,0.1,0.000353123209980674,0.106298442130164,0.5,0.1,0.45,0.9,,,,,9212,5786,5788,0.0385866666666667,1.79372422672918e-08,0.00297786168888889,0,0,0,2,0
5,0.1,78611.6565975032,0.0452638374386269,0.5,0.1,0.35,0.7,,,,,7275,7723,7725,0.0515,1.00000069628582,0.0053045,0,0,0,2,0
6,0.1,0.000332634502655461,0.105933313493187,0.5,0.1,0.4,0.4,,,,,5499,9498,9501,0.06334,1.79202171264377e-08,0.0040119556,0,0,0,1,0
7,0.1,0.000358027330347829,0.106385648067673,0.5,0.1,0.3,0.7,,,,,5111,9887,9889,0.0659266666666667,1.79505663447934e-08,0.00434632537777778,0,0,0,1,0
8,0.1,0.000353075048208719,0.106297563590616,0.5,0.1,0.4,0.8,,,,,4918,10079,10082,0.0672133333333333,1.79382333355418e-08,0.00451763217777778,0,0,0,1,0
9,0.1,0.000327293999460968,0.105837627184685,0.5,0.1,0.55,0.45,,,,,7061,7936,7939,0.0529266666666667,1.79435545850447e-08,0.00280123204444444,0,0,0,1,0
10,0.1,0.000318004824372572,0.105671810992936,0.5,0.1,0.45,0.25,,,,,7686,7311,7314,0.04876,1.79511251450284e-08,0.0023775376,0,0,0,1,0
