idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00606263309410207,0.0458036307716362,1.3,0.01,0.95,0.06,,,,,1497,5405,3,2e-05,2.14571657656171e-07,8e-10,0,0,0,2,0
2,0.1,0.00603365900313137,0.0457921904365196,1.3,0.01,0.95,0.06,,,,,1499,5409,1,6.66666666666667e-06,2.00304659894618e-07,8.88888888888889e-11,0,0,0,2,0
3,0.1,0.00594570797056965,0.0458454732990319,1.3,0.01,0.95,0.06,,,,,1499,5406,1,6.66666666666667e-06,1.55771565366532e-07,8.88888888888889e-11,0,0,0,2,0
4,0.1,0.00600846160869615,0.045797547961582,1.3,0.01,0.95,0.06,,,,,1497,5403,2,1.33333333333333e-05,1.87324181393288e-07,3.55555555555556e-10,0,0,0,2,0
5,0.1,0.00610286204516775,0.045932264462738,1.3,0.01,0.95,0.06,,,,,1498,5407,2,1.33333333333333e-05,2.24765323327612e-07,3.55555555555556e-10,0,0,0,2,0
6,0.1,0.00600923962132712,0.0456978093633966,1.3,0.01,0.95,0.06,,,,,1500,5404,0,0,1.95977498221486e-07,0,0,0,0,1,0
7,0.1,0.00601592450256375,0.0458450705507065,1.3,0.01,0.95,0.06,,,,,1497,5402,3,2e-05,1.87076631518746e-07,4e-10,0,0,0,1,0
8,0.1,0.00602144454630346,0.0457279783466266,1.3,0.01,0.95,0.06,,,,,1494,5410,6,4e-05,1.99592809985869e-07,1.6e-09,0,0,0,1,0
9,0.1,0.00597216426512736,0.0457012636267485,1.3,0.01,0.95,0.06,,,,,1495,5408,5,3.33333333333333e-05,1.7779147900451e-07,1.11111111111111e-09,0,0,0,1,0
10,0.1,0.0060100710763623,0.045828029510803,1.3,0.01,0.95,0.06,,,,,1497,5409,3,2e-05,1.85638721777405e-07,4e-10,0,0,0,1,0
